,Time_Spend_Company,Number_Projects,Work_Accident,Promotion_Last_5_Years,Department,Salary,Left,AMHGroup,LEGroup,SLGroup
48,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
49,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
50,2_T,6_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,low_SL
51,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
52,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
53,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
54,4_T,7_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
55,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
56,4_T,7_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
57,4_T,6_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
58,3_T,2_NP,N_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
59,5_T,4_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,very good_LE,high_SL
60,5_T,5_NP,N_WA,N_P,9_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
61,4_T,7_NP,N_WA,N_P,3_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
62,5_T,6_NP,N_WA,N_P,3_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
63,3_T,2_NP,N_WA,N_P,3_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
64,4_T,6_NP,N_WA,N_P,3_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
65,4_T,6_NP,N_WA,N_P,3_D,medium_S,Y_L,standard_H,very good_LE,high_SL
66,3_T,2_NP,N_WA,N_P,4_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
67,6_T,4_NP,N_WA,N_P,4_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
68,5_T,5_NP,Y_WA,N_P,4_D,medium_S,Y_L,intensive_H,good_LE,high_SL
69,3_T,2_NP,N_WA,N_P,4_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
70,3_T,2_NP,N_WA,N_P,3_D,medium_S,Y_L,intensive_H,good_LE,high_SL
71,4_T,5_NP,N_WA,N_P,4_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
72,3_T,2_NP,N_WA,N_P,4_D,high_S,Y_L,standard_H,sufficient_LE,medium_SL
73,4_T,7_NP,N_WA,N_P,4_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
74,4_T,6_NP,N_WA,N_P,4_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
75,4_T,7_NP,N_WA,N_P,4_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
76,4_T,6_NP,N_WA,N_P,4_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
77,3_T,2_NP,N_WA,N_P,5_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
78,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
79,3_T,2_NP,N_WA,N_P,7_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
80,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
81,3_T,2_NP,N_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
82,3_T,4_NP,N_WA,Y_P,9_D,low_S,Y_L,standard_H,very good_LE,high_SL
83,6_T,4_NP,N_WA,N_P,5_D,low_S,Y_L,intensive_H,very good_LE,high_SL
84,4_T,6_NP,N_WA,N_P,5_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
85,4_T,6_NP,N_WA,N_P,5_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
86,3_T,5_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
87,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
88,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
89,4_T,6_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
90,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
91,5_T,5_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
92,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
93,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
94,4_T,6_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
95,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
96,4_T,6_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
97,4_T,6_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
98,4_T,6_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
99,6_T,5_NP,N_WA,N_P,0_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
100,3_T,2_NP,N_WA,N_P,0_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
101,3_T,2_NP,N_WA,N_P,0_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
102,3_T,2_NP,N_WA,N_P,0_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
103,4_T,7_NP,N_WA,N_P,0_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
104,3_T,2_NP,N_WA,N_P,0_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
105,5_T,7_NP,N_WA,N_P,7_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
106,5_T,4_NP,N_WA,N_P,7_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
107,3_T,2_NP,N_WA,N_P,7_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
108,4_T,3_NP,N_WA,N_P,8_D,medium_S,Y_L,standard_H,good_LE,high_SL
109,3_T,2_NP,N_WA,N_P,8_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
110,3_T,2_NP,N_WA,N_P,8_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
111,4_T,6_NP,N_WA,N_P,8_D,high_S,Y_L,intensive_H,insufficient_LE,low_SL
112,3_T,2_NP,N_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
113,5_T,4_NP,N_WA,N_P,1_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
114,5_T,5_NP,N_WA,N_P,1_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
115,3_T,2_NP,N_WA,N_P,1_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
116,2_T,5_NP,N_WA,N_P,1_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
117,4_T,6_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
118,3_T,2_NP,N_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
119,3_T,2_NP,N_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
120,4_T,4_NP,Y_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,low_SL
121,3_T,2_NP,N_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
122,6_T,4_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,good_LE,high_SL
123,5_T,6_NP,Y_WA,N_P,2_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
124,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
125,4_T,6_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
126,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
127,5_T,3_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,good_LE,high_SL
128,4_T,6_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
129,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
130,4_T,6_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
131,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
132,5_T,5_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,very good_LE,high_SL
133,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
134,3_T,2_NP,N_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
135,5_T,7_NP,N_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,low_SL
136,4_T,6_NP,Y_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
137,3_T,2_NP,N_WA,N_P,9_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
138,5_T,4_NP,N_WA,N_P,3_D,low_S,Y_L,intensive_H,good_LE,high_SL
139,5_T,5_NP,N_WA,N_P,3_D,low_S,Y_L,intensive_H,good_LE,high_SL
140,4_T,6_NP,N_WA,N_P,3_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
141,3_T,2_NP,N_WA,N_P,3_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
142,4_T,6_NP,N_WA,N_P,3_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
143,3_T,2_NP,N_WA,N_P,4_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
144,5_T,4_NP,N_WA,N_P,4_D,low_S,Y_L,intensive_H,very good_LE,high_SL
145,3_T,2_NP,N_WA,N_P,4_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
146,5_T,4_NP,N_WA,N_P,4_D,low_S,Y_L,intensive_H,good_LE,high_SL
147,4_T,6_NP,N_WA,N_P,3_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
148,5_T,4_NP,Y_WA,N_P,5_D,low_S,Y_L,intensive_H,very good_LE,high_SL
149,3_T,2_NP,N_WA,N_P,5_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
150,4_T,6_NP,N_WA,N_P,5_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
151,3_T,2_NP,N_WA,N_P,5_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
152,3_T,2_NP,N_WA,N_P,5_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
153,3_T,2_NP,N_WA,N_P,5_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
154,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
155,4_T,6_NP,N_WA,N_P,7_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
156,5_T,5_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,very good_LE,high_SL
157,4_T,6_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
158,3_T,2_NP,N_WA,N_P,9_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
159,3_T,2_NP,N_WA,N_P,5_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
160,4_T,7_NP,N_WA,N_P,5_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
161,6_T,5_NP,N_WA,N_P,5_D,low_S,Y_L,intensive_H,very good_LE,high_SL
162,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
163,5_T,5_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
164,5_T,5_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
165,4_T,7_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
166,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
167,5_T,5_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,low_SL
168,5_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,low_SL
169,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
170,5_T,4_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
171,3_T,2_NP,N_WA,Y_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
172,4_T,7_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
173,4_T,6_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
174,4_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,good_LE,high_SL
175,2_T,4_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
176,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
177,3_T,2_NP,N_WA,N_P,0_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
178,3_T,2_NP,N_WA,N_P,0_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
179,5_T,6_NP,N_WA,N_P,0_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
180,3_T,2_NP,N_WA,N_P,0_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
181,4_T,6_NP,N_WA,N_P,7_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
182,5_T,5_NP,N_WA,N_P,7_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
183,4_T,6_NP,N_WA,N_P,7_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
184,3_T,2_NP,N_WA,N_P,8_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
185,3_T,2_NP,N_WA,N_P,8_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
186,4_T,6_NP,N_WA,N_P,8_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
187,3_T,2_NP,N_WA,N_P,8_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
188,3_T,2_NP,N_WA,N_P,1_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
189,3_T,2_NP,N_WA,N_P,1_D,high_S,Y_L,standard_H,insufficient_LE,medium_SL
190,5_T,7_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
191,6_T,4_NP,Y_WA,N_P,1_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
192,5_T,4_NP,N_WA,N_P,1_D,medium_S,Y_L,intensive_H,good_LE,high_SL
193,4_T,6_NP,N_WA,N_P,1_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
194,5_T,4_NP,N_WA,N_P,1_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
195,4_T,6_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
196,3_T,7_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
197,4_T,6_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
198,4_T,7_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
199,6_T,5_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,very good_LE,high_SL
200,5_T,5_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,very good_LE,high_SL
201,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
202,5_T,5_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,good_LE,high_SL
203,4_T,6_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
204,6_T,5_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,very good_LE,high_SL
205,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
206,5_T,5_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,very good_LE,high_SL
207,5_T,4_NP,N_WA,N_P,2_D,low_S,Y_L,intensive_H,very good_LE,high_SL
208,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
209,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
210,3_T,2_NP,N_WA,N_P,1_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
211,3_T,4_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,insufficient_LE,medium_SL
212,5_T,5_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,very good_LE,high_SL
213,3_T,2_NP,N_WA,N_P,9_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
214,3_T,2_NP,N_WA,N_P,3_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
215,3_T,2_NP,N_WA,N_P,3_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
216,3_T,2_NP,N_WA,N_P,3_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
217,5_T,5_NP,N_WA,N_P,3_D,low_S,Y_L,intensive_H,very good_LE,high_SL
218,3_T,2_NP,N_WA,N_P,3_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
219,5_T,5_NP,N_WA,N_P,4_D,low_S,Y_L,intensive_H,very good_LE,high_SL
220,4_T,6_NP,N_WA,N_P,4_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
221,3_T,2_NP,N_WA,N_P,4_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
222,3_T,2_NP,N_WA,N_P,4_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
223,5_T,5_NP,N_WA,N_P,3_D,low_S,Y_L,intensive_H,very good_LE,high_SL
224,3_T,2_NP,N_WA,N_P,7_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
225,5_T,4_NP,N_WA,N_P,7_D,low_S,Y_L,intensive_H,very good_LE,high_SL
226,3_T,2_NP,N_WA,N_P,8_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
227,3_T,2_NP,N_WA,N_P,8_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
228,5_T,5_NP,N_WA,N_P,8_D,low_S,Y_L,intensive_H,very good_LE,high_SL
229,6_T,5_NP,N_WA,N_P,5_D,low_S,Y_L,intensive_H,very good_LE,high_SL
230,3_T,2_NP,N_WA,N_P,5_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
231,6_T,5_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
232,4_T,6_NP,N_WA,N_P,7_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
233,3_T,2_NP,N_WA,N_P,2_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
234,4_T,4_NP,N_WA,N_P,1_D,low_S,Y_L,intensive_H,sufficient_LE,medium_SL
235,5_T,4_NP,N_WA,N_P,9_D,low_S,Y_L,intensive_H,very good_LE,high_SL
236,3_T,2_NP,N_WA,N_P,5_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
237,3_T,2_NP,N_WA,N_P,5_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
238,3_T,2_NP,N_WA,N_P,5_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
239,4_T,7_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
240,4_T,7_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
241,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
242,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
243,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
244,5_T,5_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
245,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
246,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,medium_SL
247,3_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,sufficient_LE,medium_SL
248,5_T,4_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
249,4_T,6_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,insufficient_LE,low_SL
250,5_T,5_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
251,6_T,5_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
252,3_T,7_NP,N_WA,N_P,0_D,low_S,Y_L,standard_H,insufficient_LE,low_SL
253,5_T,4_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,very good_LE,high_SL
254,5_T,2_NP,N_WA,N_P,0_D,low_S,Y_L,intensive_H,good_LE,medium_SL
255,3_T,2_NP,N_WA,N_P,0_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
256,4_T,6_NP,Y_WA,N_P,0_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
257,3_T,2_NP,N_WA,N_P,0_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
258,5_T,5_NP,Y_WA,N_P,7_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
259,4_T,6_NP,N_WA,N_P,7_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
260,3_T,2_NP,N_WA,N_P,7_D,medium_S,Y_L,standard_H,sufficient_LE,medium_SL
261,5_T,5_NP,N_WA,N_P,8_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
262,3_T,2_NP,N_WA,N_P,8_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
263,4_T,6_NP,N_WA,N_P,8_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
264,3_T,2_NP,N_WA,N_P,8_D,medium_S,Y_L,standard_H,insufficient_LE,medium_SL
265,5_T,4_NP,N_WA,N_P,1_D,medium_S,Y_L,intensive_H,very good_LE,high_SL
266,4_T,6_NP,N_WA,N_P,1_D,medium_S,Y_L,intensive_H,insufficient_LE,low_SL
267,3_T,2_NP,N_WA,N_P,1_D,high_S,Y_L,standard_H,sufficient_LE,medium_SL
